"character","breed","city_size","gender","surgery","age","weight","color","y","positive","negative","disease","behavior"
"온순함,,","Toy","중소도시","수컷","아니오",2,3,"흰",1,1,0,0,1
"온순함,,","Non-Sporting","중소도시","암컷","아니오",5,5.1,"갈",1,1,0,0,1
"피부병,,","Hound","중소도시","암컷","아니오",9,4,"갈",0,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",11,3.4,"흰",0,0,-1,1,-1
"온순함,,","Mix","중소도시","암컷","아니오",5,6.8,"검",0,1,0,0,1
"피부병변,,","Mix","중소도시","암컷","아니오",1,4.61,"흰",0,0,-1,1,-1
"불량(앞발 피부질환), 온순, 연제구 1-91,,","Toy","중소도시","암컷","아니오",1,2,"흰",0,0,-1,1,-1
"등록되어있음/ 당직실인계/ 슬개골탈구있음/ 치주염심함/ 목줄,옷 착용중 ,,","Terrier","중소도시","수컷","예",9,2.8,"갈검",1,0,-1,1,-1
"4개월 가량 강아지, 사나움,,","Mix","소도시","수컷","아니오",1,5,"갈",0,0,-1,0,-1
"성격은 온순하고, 털관리상태는 불량하다. ,,","Non-Sporting","소도시","수컷","아니오",2,10,"흰",0,0,-1,1,-1
"모질상태 지저분 함,,","Working","중소도시","암컷","아니오",3,6,"흰검",1,0,-1,0,-1
"순한성격,,","Mix","소도시","수컷","아니오",1,1.4,"흰",0,1,0,0,1
"순한성격,,","Mix","소도시","수컷","아니오",1,1.3,"갈",0,1,0,0,1
"순한성격,,","Mix","소도시","수컷","아니오",1,1.2,"흰",0,1,0,0,1
"순한성격,,","Mix","소도시","수컷","아니오",1,1,"흰",0,1,0,0,1
"순한성격,,","Mix","소도시","암컷","아니오",4,6.5,"흰",0,1,0,0,1
"(번호 2727) 심장사상충,,","Mix","중소도시","수컷","아니오",3,11,"갈",0,0,-1,1,-1
"(번호 2722) 중성화,,","Non-Sporting","중소도시","수컷","예",2,3.8,"흰",1,1,0,0,1
"3개월 가량 강아지, 피부병 있음,,","Mix","소도시","암컷","아니오",1,0.8,"갈",0,0,-1,1,-1
"순한고 사람잘따름,,","Mix","중소도시","암컷","아니오",2,8,"흰",0,1,0,0,1
"사람 잘 따름,,","Herding","대도시","암컷","아니오",3,20,"흰검",1,1,0,0,1
"입질이 조금 있는 상태, ,,","Miscellaneous","소도시","수컷","아니오",4,10,"기타",0,0,-1,1,-1
"온순함,,","Mix","중소도시","암컷","아니오",1,1.8,"흰",1,1,0,0,1
"생후10일정도아주이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,0.4,"흰갈",0,1,0,0,1
"생후10일정도 아주이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,0.4,"흰검",1,1,0,0,1
"생후10일정도 아주이쁘게생겼음,,","Mix","중소도시","수컷","아니오",1,0.4,"갈",0,1,0,0,1
"생후10일정도 아주이쁘게생겼음,,","Mix","중소도시","수컷","아니오",1,0.4,"흰갈",0,1,0,0,1
"발발이믹스개이며 사람을경계함,,","Mix","중소도시","암컷","아니오",3,7,"흰갈",0,0,-1,0,-1
"진도믹스개이며 사람을많이경계함,,","Mix","중소도시","암컷","아니오",2,12,"흰",1,0,-1,0,-1
"파란목태을하고있으며아주순함,,","Mix","중소도시","수컷","아니오",2,6,"흰",0,1,0,0,1
"심장사상충 감염, 사람을 경계함,,","Miscellaneous","중소도시","암컷","아니오",8,18,"흰",0,0,-1,1,-1
"눈물자국. 코진갈+검정. 치석심함. 입만지면 싫어함. 겁많음. 얌전함. 사람따름. 단미안됨. 털때탐.,,","Mix","중소도시","수컷","아니오",6,4.1,"흰",0,1,-1,0,0
"양귀반접힘. 코검정. 소심. 얌전함. 사람따름. 꼬리단미안됨. 털 때탐.,,","Mix","중소도시","수컷","아니오",2,6.6,"갈",0,1,-1,0,0
"허약 기생충,,","Mix","중소도시","수컷","아니오",1,2.3,"기타",1,0,-1,1,-1
"순함,,","Non-Sporting","중소도시","암컷","아니오",8,3,"갈",1,1,0,0,1
"등부위 갈색,털엉켜있슴,,","Toy","중소도시","암컷","아니오",5,5,"흰",1,0,-1,0,-1
"주황생 하네스, 하늘색 리드줄 착용, 순함.,,","Toy","중소도시","수컷","예",6,3,"흰",1,1,0,0,1
"어미분리 강아지, 저체온증 탈수 탈진 의식없음,,","Mix","대도시","수컷","아니오",1,0.3,"흰",0,0,-1,1,-1
"겁 많음,,","Mix","중소도시","수컷","아니오",5,4,"검",0,0,-1,0,-1
"양측성 눈질환(특히 우측),,","Mix","중소도시","암컷","아니오",4,7.8,"갈",0,0,-1,1,-1
"뚱뚱함,양 엉덩이 탈모 흔적,,","Mix","중소도시","암컷","아니오",5,7.9,"흰갈",0,0,-1,1,-1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",2,2,"갈",0,1,0,0,1
"겁이많고 온순함,,","Mix","소도시","수컷","아니오",2,2,"흰검",0,1,-1,0,0
"건강상태가 매우 심각함,,","Mix","소도시","암컷","아니오",1,3,"흰갈",0,1,-1,0,0
"사람에 대한 경계심이 많고 겁이 많음,,","Miscellaneous","중소도시","암컷","아니오",6,15,"기타",0,0,-1,0,-1
"온순함,,","Mix","소도시","수컷","아니오",1,1,"갈",0,1,0,0,1
"생후2개월추정 온순함,,","Mix","소도시","수컷","아니오",1,1,"흰",0,1,0,0,1
"온순,,","Mix","소도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","수컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","암컷","아니오",1,2,"흰",0,1,0,0,1
"온순,,","Mix","소도시","암컷","아니오",1,2,"흰",1,1,0,0,1
"온순,,","Mix","소도시","암컷","아니오",1,2,"흰",0,1,0,0,1
"순함,,","Mix","소도시","수컷","아니오",2,16,"흰",0,1,0,0,1
"등이굽고 전신피부염,,","Non-Sporting","대도시","암컷","아니오",2,2.5,"흰검",1,0,-1,1,-1
"이상없음,,","Mix","소도시","암컷","아니오",1,0.5,"흰갈",1,0,-1,0,-1
"건강 안좋음,,","Non-Sporting","중소도시","수컷","아니오",4,3,"흰",1,0,-1,0,-1
"깨끗하고 겁이 많음. 1년 미만 추정됨,,","Miscellaneous","대도시","수컷","아니오",2,7,"흰",0,1,-1,0,0
"건강하고 잘 웃음,,","Sporting","대도시","수컷","아니오",3,25,"흰",0,1,0,0,1
"목걸이 착용. 마른 상태,,","Mix","대도시","암컷","아니오",5,5,"흰갈",0,0,-1,0,-1
"온순함,,","Non-Sporting","중소도시","수컷","예",3,4.5,"갈",1,1,0,0,1
"사람을 매우 잘 따름,,","Mix","중소도시","수컷","아니오",6,5.7,"흰",0,1,0,0,1
"사람을 매우 잘 따름,,","Mix","중소도시","수컷","아니오",4,10.8,"갈검",0,1,0,0,1
"사람을 잘 따름,,","Mix","중소도시","암컷","아니오",7,5.8,"흰",0,1,0,0,1
"사나움,,","Mix","대도시","암컷","아니오",3,10.94,"흰",0,0,-1,0,-1
"순함,,","Mix","대도시","암컷","아니오",2,17.32,"흰",0,1,0,0,1
"순함, 강아지 6두포유중,,","Mix","대도시","암컷","아니오",3,13.74,"갈검",0,1,0,0,1
"매우온순,,","Mix","중소도시","암컷","아니오",1,2,"흰검",1,1,0,0,1
"매우온순,,","Mix","중소도시","암컷","아니오",1,2.7,"흰갈",1,1,0,0,1
"매우온순,,","Mix","중소도시","수컷","아니오",1,2,"흰갈",1,1,0,0,1
"사나움,안산농업기술센터포획요청함,나이미상,,","Mix","대도시","수컷","아니오",1,25,"흰갈",0,0,-1,0,-1
"엉덩이피부병,견주사망,비만,전체미용,,","Non-Sporting","대도시","수컷","예",16,11,"갈",0,0,-1,1,-1
"순함,,","Toy","중소도시","수컷","아니오",5,2.7,"갈",1,1,0,0,1
"피부병,,","Toy","중소도시","암컷","아니오",9,4.2,"흰",0,0,-1,1,-1
"피부병,,","Toy","중소도시","암컷","아니오",11,4.8,"흰",0,0,-1,1,-1
"순하고 겁 많음,,","Mix","대도시","암컷","아니오",4,2,"갈",1,1,-1,0,0
"콧등 윗부분 상처, 사람을 잘 따름.,,","Toy","대도시","수컷","아니오",6,2.9,"갈검",1,1,-1,1,0
"목줄, 진드기많음,,","Mix","중소도시","수컷","아니오",6,13,"검",0,0,-1,1,-1
"목줄이 파고들어 식도가 보이는 상처,오랫동안 돌아다님,,","Miscellaneous","소도시","수컷","아니오",2,13.8,"흰",0,0,-1,1,-1
"진드기와 피부병,생후5개월령,,","Mix","소도시","암컷","아니오",1,6.1,"흰갈검",1,0,-1,1,-1
"약 4개월, 진도견 비슷, 후지 개방골절,,","Mix","중소도시","암컷","아니오",1,5,"기타",0,0,-1,1,-1
"양귀쫑긋. 코갈색. 마취된상태로 정신못차림. 꼬리단미 안됨. 털때탐.,,","Mix","중소도시","수컷","아니오",1,13,"흰",0,0,-1,0,-1
"송곳니영구치약간자람/앞니영구치.진드기.왼뒷발경/비골개방성골절및대퇴부피부손상.왼앞발팔꿈치피부손상.,,","Mix","중소도시","수컷","아니오",1,8,"흰",0,0,-1,1,-1
"양귀처짐. 눈물자국. 코검정. 배피부검정. 얌전함. 사람좋아함. 낑낑거림. 꼬리단미 안됨. 털 때탐.,,","Mix","중소도시","수컷","아니오",1,2.7,"흰",0,1,-1,0,0
"흰색바탕+빨간줄 옷.눈물자국약간.코진갈색.샴푸냄새.얌전함.사람따름.단미됨.털상태양호.,,","Non-Sporting","중소도시","수컷","예",2,4.5,"갈",1,1,-1,0,0
"(번호 2711) 생후10개월, 경계심 강함,,","Mix","중소도시","암컷","아니오",1,12.9,"갈",0,0,-1,0,-1
"(번호 2709) 생후11개월, 빨강/노랑 목줄 착용, 뒷다리 다침,,","Mix","중소도시","암컷","아니오",1,13,"갈",0,0,-1,1,-1
"(번호 2707) 경계심 강함,,","Mix","중소도시","수컷","아니오",2,20,"흰",1,0,-1,0,-1
"(번호 2706) 경계심 강함, 심장사상충,,","Mix","중소도시","수컷","아니오",3,11.5,"흰",1,0,-1,1,-1
"(번호 2705) 생후11개월, 경계심 강함,,","Mix","중소도시","암컷","아니오",1,12.9,"흰",1,0,-1,0,-1
"(번호 2698) 경계심 강함, 심장사상충,,","Mix","중소도시","암컷","아니오",3,11.3,"갈",0,0,-1,1,-1
"(번호 2697) 빨강/파랑 목줄 착용, 경계심 강함,,","Mix","중소도시","수컷","아니오",2,22,"흰",0,0,-1,0,-1
"(번호 2696) 빨강/노랑 목줄 착용, 경계심 강함,,","Mix","중소도시","암컷","아니오",3,24,"흰",0,0,-1,0,-1
"(번호 2695) 생후11개월, 경계심 강함, 상처있음,,","Mix","중소도시","수컷","아니오",1,18,"흰",0,0,-1,1,-1
"(번호 2694) 파란목줄 착용, 경계심 강함, 심장사상충,,","Mix","중소도시","암컷","아니오",2,14.6,"흰",0,0,-1,1,-1
"탈진,허약614,,","Mix","대도시","암컷","아니오",11,3.5,"흰갈",0,0,-1,1,-1
"온순함,,","Mix","중소도시","암컷","아니오",2,1,"갈",0,1,0,0,1
"온순함,,","Mix","중소도시","암컷","아니오",2,3,"갈",0,1,0,0,1
"온순함,,","Herding","중소도시","암컷","아니오",3,15,"흰검",1,1,0,0,1
"교통사고로 한쪽발발저림,,","Mix","소도시","수컷","아니오",2,15,"흰갈",1,0,-1,0,-1
"생후60일정도 아주순하고이쁘게생겼음,,","Mix","중소도시","암컷","아니오",1,3,"흰갈",1,1,0,0,1
"도로에서 교통사고견,,","Mix","소도시","수컷","아니오",3,5,"갈",0,0,-1,0,-1
"출산경험이 많고, 다리 치료요함.,,","Toy","대도시","암컷","아니오",6,4.8,"갈",1,0,-1,1,-1
"눈물자국. 눈곱. 코검정. 경계/겁많음. 으르렁거림. 꼬리단미안됨. 털상태 양호.,,","Hound","중소도시","수컷","예",2,4.9,"갈검",0,1,-1,0,0
"눈물자국.눈곱.코검정.양송곳니 유치남음.아래앞니덧니.양뒷발며느리발톱.겁많음.소심함.사람따름.,,","Non-Sporting","중소도시","수컷","아니오",1,4.7,"흰",0,1,-1,0,0
"양귀접힘. 눈물자국약간. 코검정. 꼬리매우짧음. 소심함. 겁있음. 사람따름. 꼬리단미됨. 털 때탐.,,","Mix","중소도시","수컷","아니오",1,2.5,"흰갈",0,1,-1,0,0
"눈물자국. 눈곱. 코검정. 네발끝/입주변 털변색. 치석심함. 활발함. 사람좋아함. 낑낑거림.,,","Toy","중소도시","수컷","아니오",11,3.2,"흰",0,1,-1,0,0
"19-0753 송이, 순함,,","Non-Sporting","중소도시","암컷","아니오",3,5,"갈",1,1,0,0,1
"중성화 안됨,,","Miscellaneous","대도시","수컷","아니오",2,15,"흰",1,1,0,0,1
"중성화 안됨,,","Hound","대도시","수컷","아니오",2,5,"갈검",1,1,0,0,1
"인천항내에서 살며 배회하고,사람에게 위협을 가하고,물기도함.,,","Mix","중소도시","암컷","아니오",5,19,"흰",0,0,-1,0,-1
"사람을 잘 따름,,","Non-Sporting","중소도시","수컷","아니오",4,5.3,"갈",1,1,0,0,1
"눈물자국.눈곱약간.입주변털살짝변색.양위송곳니유치남음.꼬리끝털더길음.사람좋아함.활발함.낑낑거림.,,","Toy","중소도시","수컷","예",1,3.1,"흰",1,1,-1,0,0
"눈물자국조금.콧등까짐.마름.전신오물찌들음.경계.겁많음.공격적임.단미안됨.,,","Toy","대도시","수컷","예",4,3.6,"흰",0,0,-1,0,-1
"코검정.전신미용흔적.양뒷발며느리발톱.얌전함.사람따름.단미안됨.털상태양호.,,","Toy","중소도시","수컷","예",6,4.6,"흰",0,1,0,0,1
"사람을잘따름,,","Hound","소도시","수컷","아니오",3,25,"흰갈검",1,1,0,0,1
"사냥개로 보임,멧돼지와 싸운후 부상,,","Mix","소도시","수컷","아니오",3,25,"흰갈",0,0,-1,1,-1
"피부병 심함,,","Mix","소도시","수컷","아니오",1,1.5,"갈",0,0,-1,1,-1
"진도 믹스, 생후 70일, 귀여움,,","Miscellaneous","중소도시","수컷","아니오",1,2,"흰",1,1,0,0,1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",1,8,"갈",0,1,0,0,1
"사람을 잘따름,,","Mix","소도시","수컷","아니오",1,1.5,"흰검",0,1,0,0,1
"사람을 잘따름,,","Mix","소도시","암컷","아니오",1,1.5,"흰검",0,1,0,0,1
"사나움,,","Mix","소도시","암컷","아니오",4,10,"흰",0,0,-1,0,-1
"엉덩이피부병 ,,","Mix","소도시","암컷","아니오",2,10,"흰갈",1,0,-1,1,-1
"검정온순,,","Mix","소도시","수컷","아니오",5,20,"검",0,1,0,0,1
"흑갈색 1개월 강아지(들개새끼),,","Mix","소도시","수컷","아니오",1,1,"갈검",0,0,-1,0,-1
"검정색 1개월 강아지(들개새끼),,","Mix","소도시","암컷","아니오",1,1,"검",0,0,-1,0,-1
"순하다,,","Mix","소도시","수컷","아니오",1,2,"갈",1,1,0,0,1
"겁이 많은 떠돌이 개,,","Mix","대도시","암컷","아니오",1,4.5,"갈",0,0,-1,0,-1
"겁이 많은 떠돌이 개,,","Mix","대도시","암컷","아니오",1,4,"갈",0,0,-1,0,-1
"온순한 성격,,","Mix","중소도시","수컷","아니오",4,17,"흰갈",0,1,0,0,1
"사람을 잘 따름/피부병이 심함,,","Mix","중소도시","암컷","아니오",3,9,"갈",0,1,-1,1,0
"기립불능(교통사고 추정)/방울 달린 목줄 착용,,","Mix","중소도시","수컷","아니오",1,2.3,"흰",0,0,-1,1,-1
"전신피부병 기력이없음 털이엉켜있음 순함 ,,","Mix","중소도시","암컷","아니오",11,5,"갈검",0,1,-1,1,0
"순하고 사람 잘 따름,,","Herding","중소도시","암컷","아니오",4,9.5,"흰갈",1,1,0,0,1
"건강상태 양호,,","Mix","소도시","암컷","아니오",4,5,"갈검",1,1,0,0,1
"2~3세령 추정 / 수컷 / 중성화수술 했음,,","Non-Sporting","소도시","수컷","예",4,4.9,"갈",0,1,-1,1,0
"온순함,,","Mix","중소도시","암컷","아니오",5,4.3,"흰갈",1,1,0,0,1
"순함, 국방색어깨끈,,","Working","대도시","암컷","아니오",4,18.95,"흰검",0,1,0,0,1
"모낭충증,,","Mix","대도시","암컷","아니오",1,2.84,"흰",0,0,-1,1,-1
"모낭충 피부염,,","Mix","대도시","암컷","아니오",1,2.83,"흰",0,0,-1,1,-1
"순하고 사람을 잘따름,,","Mix","중소도시","암컷","아니오",2,12,"갈검",1,1,0,0,1
"목줄없고 온순함,,","Non-Sporting","대도시","수컷","아니오",4,5.8,"갈",1,1,0,0,1
"본오동에서발견,부정교합,마름,각질,눈물자국,,","Toy","대도시","수컷","아니오",3,3,"흰검",0,0,-1,1,-1
"매우사나움,,","Mix","중소도시","수컷","아니오",5,22,"흰",0,0,-1,0,-1
"순함,,","Mix","중소도시","수컷","아니오",2,13,"흰",0,1,0,0,1
"마킹심함, 온순하지만 겁이 많음,,","Non-Sporting","거대도시","수컷","아니오",6,5.8,"검",0,1,-1,0,0
"19-0751 하비, 순함,,","Mix","중소도시","수컷","아니오",3,25,"갈",0,1,0,0,1
"19-0750 귀쫑, 경계,,","Miscellaneous","중소도시","수컷","아니오",2,15,"흰",1,0,-1,0,-1
"19-0752 예쁜,,","Mix","중소도시","암컷","아니오",2,12,"흰",1,1,0,0,1
"노령견, 미용, 피부염, 신고인이 옷 입혔음,,","Toy","중소도시","수컷","아니오",13,4,"흰",0,0,-1,1,-1
"사람을 경계,,","Toy","중소도시","수컷","아니오",5,4.9,"흰",1,0,-1,0,-1
"많이짖음,,","Toy","중소도시","수컷","아니오",5,2.4,"갈",1,0,-1,0,-1
"털이 많이 뭉쳐있고, 관리상태가 불량하다. ,,","Non-Sporting","소도시","수컷","아니오",2,4,"갈",1,0,-1,1,-1
"온순함 ,,","Mix","중소도시","수컷","아니오",3,8,"갈검",0,1,0,0,1
"전체적으로 검정색이고 입, 발은 황색, 경계심이 많고 간혹 공격성을 보임,,","Mix","중소도시","수컷","아니오",7,11.23,"갈검",1,0,-1,1,-1
"허약610,,","Mix","대도시","암컷","아니오",7,6,"갈",0,0,-1,1,-1
"온순하며, 관리가 잘되어 있음.,,","Working","대도시","암컷","아니오",3,25,"흰갈",1,1,0,0,1
"온순한 편이나, 사람 약간 경계함.,,","Mix","대도시","암컷","아니오",3,4,"흰갈",0,1,-1,0,0
"온순함.,,","Mix","대도시","암컷","아니오",2,5,"흰갈",0,1,0,0,1
"경계 심함.,,","Mix","대도시","암컷","아니오",2,3,"흰",0,0,-1,0,-1
"양귀 반접힘. 눈곱약간. 코검정. 배점박이무늬. 사람좋아함. 활발함. 꼬리단미 안됨. 털상태 양호.,,","Mix","중소도시","수컷","아니오",1,3.8,"흰갈검",1,1,-1,0,0
"피부병있슴,넷칼라 착용한상태,,","Mix","중소도시","암컷","아니오",1,4,"갈",0,0,-1,1,-1
"친화적,설사,,","Toy","대도시","수컷","예",3,3.5,"흰",1,1,-1,1,0
"눈물자국.왼눈눈곱심함.좌안백내장/포도막염.입주변/네다리털살짝변색.사람좋아함.낑낑거림.짖음.피부질환.,,","Toy","중소도시","수컷","예",9,2.9,"흰",0,1,-1,1,0
"온순함,,","Mix","중소도시","암컷","아니오",1,1.6,"흰",1,1,0,0,1
"빨간바탕+노란줄무늬목줄.눈물자국.코윗부분상처.입주변털변색.꼬리끝털더길음.사람좋아함.활발함.,,","Non-Sporting","중소도시","수컷","예",6,8.3,"갈",0,1,-1,1,0
"(번호 2669) 생후11개월, 경계심 강함, 벨트목줄 착용,,","Mix","중소도시","수컷","아니오",1,17,"흰",0,0,-1,0,-1
"(번호 2667) 교통사고,,","Hound","중소도시","수컷","아니오",2,6,"갈검",0,0,-1,0,-1
"(번호 2665) 경계심 강함,,","Mix","중소도시","수컷","아니오",3,15,"흰",0,0,-1,0,-1
"I-5-1-44  검정색+갈색. 오른쪽귀 한쪽만 접힘. 순함. ,,","Mix","거대도시","수컷","아니오",5,3.4,"갈검",0,1,0,0,1
"[지미]칩x 중성화x 아직 낯을 가리는 중- 친해진 이후 공고 수정계획. ,,","Mix","거대도시","암컷","아니오",3,6,"검",0,1,0,0,1
"칩x 중성화x 너구리+원숭이를 닮은 얼굴. 피부 화상. 오른쪽 눈이 불편함. ,,","Mix","거대도시","수컷","아니오",1,6.5,"갈",0,1,-1,1,0
"성질이 앙칼함,,","Mix","소도시","암컷","아니오",6,14,"흰갈",1,0,-1,0,-1
"파란 목줄하고 있으며 성질 날카로움,,","Mix","소도시","수컷","아니오",6,16,"갈",1,0,-1,0,-1
"털이아주길며 순함,,","Mix","중소도시","수컷","아니오",3,4,"흰",0,1,0,0,1
"생후3개월정도 곤색목태에다 빨강색줄까지달려있으며 아주순하고이쁘게생겼음,,","Miscellaneous","중소도시","수컷","아니오",1,4,"흰",1,1,0,0,1
"발발이믹스개이며 아주순함,,","Mix","중소도시","암컷","아니오",3,4,"검",1,1,0,0,1
"3마리 같이 입소, 3개월 추정, 신고자분께서 접종1차 및 구충,,","Mix","대도시","수컷","아니오",1,4,"흰",1,0,-1,1,-1
"3마리 같이 입소, 3개월 추정, 신고자분께서 접종1차 및 구충,,","Mix","대도시","암컷","아니오",1,4,"흰",0,0,-1,1,-1
"3마리 같이 입소, 3개월추정, 신고자분께서 접종1차 및 구충.,,","Mix","대도시","암컷","아니오",1,4,"갈",0,0,-1,1,-1
"후지파행 기립불능. 샴푸냄새남. 애교많고 착해요. ,,","Mix","대도시","암컷","아니오",2,4,"검",1,1,-1,1,0
"순함.,,","Toy","대도시","수컷","아니오",4,3.5,"흰",0,1,0,0,1
"하늘색 하네스 착용 상태로 발견됨. 중성화 되어 있음.,,","Non-Sporting","대도시","수컷","예",4,3,"갈",1,1,0,0,1
"입질심함,목줄없이발견,,","Mix","중소도시","수컷","아니오",5,6.3,"검",0,0,-1,1,-1
"가방에담아유기,옷착용,사람을좋아함,,","Toy","거대도시","수컷","아니오",2,2.6,"흰",1,1,0,0,1
"순함,,","Terrier","거대도시","수컷","예",8,2.8,"갈검",1,1,0,0,1
"순함,,","Miscellaneous","중소도시","암컷","아니오",1,3.5,"흰",0,1,0,0,1
"순함,,","Miscellaneous","중소도시","수컷","아니오",5,20.5,"기타",0,1,0,0,1
"미용한지 얼마되지 않음, 순함.,,","Mix","중소도시","수컷","아니오",5,6,"흰갈",1,0,-1,0,-1
"어미분리 강아지, 저체온증 탈수 탈진 의식없음,,","Mix","대도시","수컷","아니오",1,0.4,"흰검",0,0,-1,1,-1
"털엉킴 심함,,","Toy","대도시","수컷","아니오",4,4,"흰",0,0,-1,0,-1
"등 아래쪽 털 빠짐,,","Toy","중소도시","수컷","아니오",5,4,"흰",0,0,-1,0,-1
"양귀뒤로접힘.눈곱.눈물자국.엉덩이/꼬리/다리오물오염.냄새남.활발함.사람좋아함.단미됨.,,","Terrier","중소도시","수컷","아니오",3,5.5,"흰갈검",0,1,-1,0,0
"온순함, 목줄 착용(노랑, 파랑),,","Mix","소도시","암컷","아니오",3,10,"검",0,1,0,0,1
"직장 탈장,,","Mix","소도시","암컷","아니오",3,8,"갈",0,0,-1,1,-1
"양호,,","Mix","소도시","수컷","아니오",3,15,"갈",0,1,0,0,1
"전신 개선충 감염(피부병),,","Mix","소도시","암컷","아니오",2,2,"흰",0,0,-1,1,-1
"양호,,","Mix","소도시","수컷","아니오",4,6,"갈",0,1,0,0,1
"전신 개선충 감염(피부병),,","Mix","소도시","수컷","아니오",3,10,"흰",0,0,-1,1,-1
"경계심 있음,,","Mix","중소도시","수컷","아니오",3,6.5,"흰",0,0,-1,0,-1
"순하다,,","Mix","소도시","암컷","아니오",2,3,"흰검",1,1,0,0,1
"빨강색목출 착용 피부질병,,","Mix","대도시","암컷","아니오",2,6,"흰갈",0,0,-1,1,-1
"매우 사납고 공격성을 나타냄,,","Mix","소도시","암컷","아니오",1,5,"흰",0,0,-1,0,-1
"사람을잘따름.,,","Toy","소도시","수컷","예",1,7,"흰",1,1,0,0,1
"5-62, 칩없음, 귀여움,,","Mix","중소도시","암컷","아니오",1,4,"갈",1,1,0,0,1
"5-61, 칩없음, 귀여움,,","Mix","중소도시","암컷","아니오",1,3,"흰검",1,1,0,0,1
"순함, 6개월령 강아지,,","Mix","대도시","암컷","아니오",1,5.82,"흰갈",0,1,0,0,1
"경계심이 많고 사나움,,","Mix","중소도시","수컷","아니오",3,8.2,"흰갈검",0,0,-1,0,-1
"매우온순,,","Mix","중소도시","암컷","아니오",1,2,"갈",1,1,0,0,1
"매우온순,,","Mix","중소도시","수컷","아니오",1,1.6,"검",1,1,0,0,1
"매우온순,,","Mix","중소도시","수컷","아니오",1,1.4,"갈",1,1,0,0,1
"안면부손실,상하악골절,장기간방치,승저증,,","Mix","중소도시","수컷","아니오",2,7,"흰",0,0,-1,1,-1
"목줄없고 조금 경계함,,","Mix","대도시","암컷","아니오",3,3.1,"검",0,0,-1,0,-1
"순함,,","Mix","중소도시","암컷","아니오",1,2.2,"갈",0,1,0,0,1
"순함,,","Mix","중소도시","암컷","아니오",1,2.1,"검",1,1,0,0,1
"순함,,","Mix","중소도시","암컷","아니오",1,3.2,"흰",0,1,0,0,1
"순함,,","Mix","중소도시","암컷","아니오",1,3.1,"흰",1,1,0,0,1
"순함,,","Non-Sporting","중소도시","수컷","아니오",5,4.2,"갈",0,1,0,0,1
"순함,,","Mix","중소도시","수컷","아니오",3,11,"검",0,1,0,0,1
"순함,,","Mix","중소도시","암컷","아니오",3,9,"검",0,1,0,0,1
"뒷다리 불량,,","Non-Sporting","중소도시","암컷","아니오",2,2.5,"갈",1,0,-1,1,-1
"온순함. 빨간색 목테 착용,,","Non-Sporting","중소도시","수컷","예",2,13,"흰검",1,1,0,0,1
"턱밑,가슴에 흰털,미용되어있음,순함,착함,귀여움,,","Mix","대도시","수컷","아니오",1,2.9,"갈",1,1,0,0,1
"소유권 포기 소심함,,","Mix","소도시","수컷","아니오",3,16,"갈",0,0,-1,0,-1
"소유권 포기 소심하고 겁많음,,","Mix","소도시","수컷","아니오",3,17,"갈",0,0,-1,0,-1
"부정교합,겁이많음,칩없음,,","Toy","대도시","수컷","아니오",3,4,"흰",1,0,-1,1,-1
"겁 많음,,","Mix","중소도시","암컷","아니오",3,5,"흰검",0,0,-1,0,-1
"양귀처짐. 눈물자국. 눈곱. 전체미용한듯. 코검정+분홍. 사람좋아함. 뒷다리 변오염. 꼬리단미됨. 털때탐.,,","Mix","중소도시","수컷","아니오",1,2.8,"흰갈",0,1,-1,0,0
"사나움 ,,","Mix","중소도시","수컷","아니오",2,8,"흰",0,0,-1,0,-1
"온순함 ,,","Mix","중소도시","암컷","아니오",3,7,"흰",1,1,0,0,1
"온순함 ,,","Mix","중소도시","수컷","아니오",2,8,"흰",1,1,0,0,1
"허스키 혼종인듯. 양귀쫑긋. 코갈색. 배 얼룩무늬. 사람따름. 얌전함. 꼬리 단미 안됨. 털 때탐. 피부질환.,,","Mix","중소도시","수컷","아니오",1,12.2,"흰갈",1,1,-1,1,0
"양귀처짐. 코검정. 우후지대퇴골절. 전신오물오염. 사람따름. 소심함. 꼬리단미안됨.,,","Mix","중소도시","수컷","아니오",1,3.3,"흰",0,1,-1,1,0
"3개월령추정, 순함.,,","Mix","중소도시","수컷","아니오",1,2.2,"흰",1,1,0,0,1
"3개월령추정, 순함.,,","Mix","중소도시","암컷","아니오",1,2.1,"흰",1,1,0,0,1
"양귀처짐. 코검정. 배농피증. 겁조금. 얌전함. 사람따름. 꼬리단미 안됨. 털상태 불량.,,","Mix","중소도시","수컷","아니오",1,1,"흰갈검",1,0,-1,1,-1
"(번호 2641) 사나움, 생후 3개월추정,,","Mix","중소도시","암컷","아니오",1,3,"흰",0,0,-1,0,-1
